bash: warning: setlocale: LC_ALL: cannot change locale (en_US.UTF-8)
NVIDIA H200, 580.159.03, 143771 MiB, 9.0
[run_on_vast] reusing venv at /workspace/kakeya-r1c/.venv-vast
[run_on_vast] torch + transformers already importable; skipping install
[run_on_vast] torch=2.11.0+cu128 cuda_available=True cuda=12.8
[run_on_vast] device0=NVIDIA H200
[run_on_vast] transformers=4.57.6
[run_on_vast] launching toy: --model google/gemma-3-1b-it --cross-attn-depth 20 --sink 4 --window 64 --num-heads 16 --head-dim 128 --train-steps 6000 --o-proj-init-std 0.01 --lr 3e-4 --n-train 200 --n-eval 50 --eval-every 200 --haystack-min-tokens 256 --haystack-max-tokens 1024 --needle-debug-mode small --output results/research/cross_attn_toy_vast_needle_small_long6000.json
[toy] loading google/gemma-3-1b-it
[toy] device=cuda
[toy] generating 200 train + 50 eval NIAH samples; needle vocab=small (20 distinct answers)
[toy] pre-train eval (full eval set, all 3 baselines)
[toy] pre-train: oracle=1.000  bounded_baseline=0.000  cross_attn=0.000
[toy] training 6000 steps
[toy] step=10  loss(avg10)=5.3807
[toy] step=400  cross_attn=0.050  bounded_baseline=0.000
[toy] step=410  loss(avg10)=0.6389
[toy] step=420  loss(avg10)=0.7925
[toy] step=430  loss(avg10)=0.8569
[toy] step=440  loss(avg10)=0.8451
[toy] step=450  loss(avg10)=0.8129
[toy] step=460  loss(avg10)=0.8546
[toy] step=470  loss(avg10)=0.7044
[toy] step=480  loss(avg10)=0.8121
[toy] step=490  loss(avg10)=0.7171
[toy] step=500  loss(avg10)=0.7271
[toy] step=510  loss(avg10)=0.7652
[toy] step=520  loss(avg10)=0.6003
[toy] step=530  loss(avg10)=0.7668
[toy] step=540  loss(avg10)=0.8324
[toy] step=550  loss(avg10)=0.8193
[toy] step=560  loss(avg10)=0.8140
[toy] step=570  loss(avg10)=0.7683
[toy] step=580  loss(avg10)=0.7352
[toy] step=590  loss(avg10)=0.8136
[toy] step=600  loss(avg10)=0.7449
[toy] step=600  cross_attn=0.100  bounded_baseline=0.000
[toy] step=610  loss(avg10)=0.7679
[toy] step=620  loss(avg10)=0.8172
[toy] step=630  loss(avg10)=0.8450
[toy] step=640  loss(avg10)=0.7181
[toy] step=650  loss(avg10)=0.7013
[toy] step=660  loss(avg10)=0.7722
[toy] step=670  loss(avg10)=0.5745
[toy] step=680  loss(avg10)=1.0100
[toy] step=690  loss(avg10)=0.7832
[toy] step=700  loss(avg10)=0.6921
[toy] step=710  loss(avg10)=0.7610
[toy] step=720  loss(avg10)=0.9682
[toy] step=730  loss(avg10)=0.8191
[toy] step=740  loss(avg10)=0.7833
[toy] step=750  loss(avg10)=0.7944
[toy] step=760  loss(avg10)=0.7248
[toy] step=770  loss(avg10)=0.7594
[toy] step=780  loss(avg10)=0.7840
[toy] step=790  loss(avg10)=0.8010
[toy] step=800  loss(avg10)=0.7761
[toy] step=800  cross_attn=0.150  bounded_baseline=0.000
[toy] step=810  loss(avg10)=0.7846
[toy] step=820  loss(avg10)=0.6882
[toy] step=830  loss(avg10)=0.8020
[toy] step=840  loss(avg10)=0.7091
[toy] step=850  loss(avg10)=0.6754
[toy] step=860  loss(avg10)=0.7166
[toy] step=870  loss(avg10)=0.8173
[toy] step=880  loss(avg10)=0.7738
[toy] step=890  loss(avg10)=0.7765
[toy] step=900  loss(avg10)=0.7774
[toy] step=910  loss(avg10)=0.8070
[toy] step=920  loss(avg10)=0.7408
[toy] step=930  loss(avg10)=0.7668
[toy] step=940  loss(avg10)=0.7911
[toy] step=950  loss(avg10)=0.7677
[toy] step=960  loss(avg10)=0.7391
[toy] step=970  loss(avg10)=0.6730
[toy] step=980  loss(avg10)=0.7998
[toy] step=990  loss(avg10)=0.7625
[toy] step=1000  loss(avg10)=0.7934
[toy] step=1000  cross_attn=0.200  bounded_baseline=0.000
[toy] step=1010  loss(avg10)=0.7691
[toy] step=1020  loss(avg10)=0.6595
[toy] step=1030  loss(avg10)=0.7707
[toy] step=1040  loss(avg10)=0.7664
[toy] step=1050  loss(avg10)=0.7335
[toy] step=1060  loss(avg10)=0.8515
[toy] step=1070  loss(avg10)=0.7678
[toy] step=1080  loss(avg10)=0.7700
[toy] step=1090  loss(avg10)=0.7327
[toy] step=1100  loss(avg10)=0.7303
[toy] step=1110  loss(avg10)=0.8433
[toy] step=1120  loss(avg10)=0.7179
[toy] step=1130  loss(avg10)=0.7694
[toy] step=1140  loss(avg10)=0.7141
[toy] step=1150  loss(avg10)=0.6187
[toy] step=1160  loss(avg10)=0.7925
[toy] step=1170  loss(avg10)=0.6023
[toy] step=1180  loss(avg10)=0.7233
[toy] step=1190  loss(avg10)=0.9253
[toy] step=1200  loss(avg10)=0.7099
[toy] step=1200  cross_attn=0.050  bounded_baseline=0.000
[toy] step=1210  loss(avg10)=0.6820
[toy] step=1220  loss(avg10)=0.8678
[toy] step=1230  loss(avg10)=0.7261
[toy] step=1240  loss(avg10)=0.7334
[toy] step=1250  loss(avg10)=0.7400
[toy] step=1260  loss(avg10)=0.7391
[toy] step=1270  loss(avg10)=0.8380
[toy] step=1280  loss(avg10)=0.7262
[toy] step=1290  loss(avg10)=0.7416
[toy] step=1300  loss(avg10)=0.7141
[toy] step=1310  loss(avg10)=0.7070
[toy] step=1320  loss(avg10)=0.7611
[toy] step=1330  loss(avg10)=0.7364
[toy] step=1340  loss(avg10)=0.8253
[toy] step=1350  loss(avg10)=0.5725
[toy] step=1360  loss(avg10)=0.7516
[toy] step=1370  loss(avg10)=0.6940
[toy] step=1380  loss(avg10)=0.7433
[toy] step=1390  loss(avg10)=0.6671
[toy] step=1400  loss(avg10)=0.8637
[toy] step=1400  cross_attn=0.150  bounded_baseline=0.000
[toy] step=1410  loss(avg10)=0.7654
[toy] step=1420  loss(avg10)=0.6630
[toy] step=1430  loss(avg10)=0.7668
[toy] step=1440  loss(avg10)=0.8330
[toy] step=1450  loss(avg10)=0.8379
[toy] step=1460  loss(avg10)=0.8197
[toy] step=1470  loss(avg10)=0.7938
[toy] step=1480  loss(avg10)=0.6294
[toy] step=1490  loss(avg10)=0.6767
[toy] step=1500  loss(avg10)=0.4822
[toy] step=1510  loss(avg10)=0.8755
[toy] step=1520  loss(avg10)=0.9728
[toy] step=1530  loss(avg10)=0.8156
[toy] step=1540  loss(avg10)=0.6629
[toy] step=1550  loss(avg10)=0.8367
[toy] step=1560  loss(avg10)=0.6155
[toy] step=1570  loss(avg10)=0.7285
[toy] step=1580  loss(avg10)=0.5935
[toy] step=1590  loss(avg10)=0.7722
[toy] step=1600  loss(avg10)=0.7507
[toy] step=1600  cross_attn=0.150  bounded_baseline=0.000
[toy] step=1610  loss(avg10)=0.6603
[toy] step=1620  loss(avg10)=0.7491
[toy] step=1630  loss(avg10)=0.8454
[toy] step=1640  loss(avg10)=0.9448
[toy] step=1650  loss(avg10)=0.7230
[toy] step=1660  loss(avg10)=0.7423
[toy] step=1670  loss(avg10)=0.8252
[toy] step=1680  loss(avg10)=0.6889
[toy] step=1690  loss(avg10)=0.6813
[toy] step=1700  loss(avg10)=0.7510
[toy] step=1710  loss(avg10)=0.6654
[toy] step=1720  loss(avg10)=0.5666
[toy] step=1730  loss(avg10)=0.8987
[toy] step=1740  loss(avg10)=0.8329
[toy] step=1750  loss(avg10)=0.6441
[toy] step=1760  loss(avg10)=0.7148
[toy] step=1770  loss(avg10)=0.6504
[toy] step=1780  loss(avg10)=0.5642
[toy] step=1790  loss(avg10)=0.7377
[toy] step=1800  loss(avg10)=0.8499
[toy] step=1800  cross_attn=0.150  bounded_baseline=0.000
[toy] step=1810  loss(avg10)=0.7191
[toy] step=1820  loss(avg10)=0.6906
[toy] step=1830  loss(avg10)=0.8641
[toy] step=1840  loss(avg10)=0.8320
[toy] step=1850  loss(avg10)=0.7469
[toy] step=1860  loss(avg10)=0.7044
[toy] step=1870  loss(avg10)=0.6677
[toy] step=1880  loss(avg10)=0.7460
[toy] step=1890  loss(avg10)=0.7809
[toy] step=1900  loss(avg10)=0.7701
[toy] step=1910  loss(avg10)=0.7498
[toy] step=1920  loss(avg10)=0.7602
[toy] step=1930  loss(avg10)=0.7750
[toy] step=1940  loss(avg10)=0.7049
[toy] step=1950  loss(avg10)=0.7101
[toy] step=1960  loss(avg10)=0.7765
[toy] step=1970  loss(avg10)=0.6249
[toy] step=1980  loss(avg10)=0.7877
[toy] step=1990  loss(avg10)=0.7846
[toy] step=2000  loss(avg10)=0.6598
[toy] step=2000  cross_attn=0.200  bounded_baseline=0.000
[toy] step=2010  loss(avg10)=0.6327
[toy] step=2020  loss(avg10)=0.7192
[toy] step=2030  loss(avg10)=0.7812
[toy] step=2040  loss(avg10)=0.7061
[toy] step=2050  loss(avg10)=0.6601
[toy] step=2060  loss(avg10)=0.6038
[toy] step=2070  loss(avg10)=0.7390
[toy] step=2080  loss(avg10)=0.7943
[toy] step=2090  loss(avg10)=0.6152
[toy] step=2100  loss(avg10)=0.6364
[toy] step=2110  loss(avg10)=0.6540
[toy] step=2120  loss(avg10)=0.8364
[toy] step=2130  loss(avg10)=0.9806
[toy] step=2140  loss(avg10)=0.7614
[toy] step=2150  loss(avg10)=0.6748
[toy] step=2160  loss(avg10)=0.5358
[toy] step=2170  loss(avg10)=0.6961
[toy] step=2180  loss(avg10)=0.8059
[toy] step=2190  loss(avg10)=0.7165
[toy] step=2200  loss(avg10)=0.6570
[toy] step=2200  cross_attn=0.100  bounded_baseline=0.000
[toy] step=2210  loss(avg10)=0.6506
[toy] step=2220  loss(avg10)=0.6518
[toy] step=2230  loss(avg10)=0.7457
[toy] step=2240  loss(avg10)=0.6662
[toy] step=2250  loss(avg10)=0.5405
[toy] step=2260  loss(avg10)=0.7284
[toy] step=2270  loss(avg10)=0.6878
[toy] step=2280  loss(avg10)=0.7850
[toy] step=2290  loss(avg10)=0.7383
[toy] step=2300  loss(avg10)=0.6306
[toy] step=2310  loss(avg10)=0.6960
[toy] step=2320  loss(avg10)=0.7929
[toy] step=2330  loss(avg10)=0.7165
[toy] step=2340  loss(avg10)=0.8014
[toy] step=2350  loss(avg10)=0.7743
[toy] step=2360  loss(avg10)=0.7091
[toy] step=2370  loss(avg10)=0.6654
[toy] step=2380  loss(avg10)=0.6928
[toy] step=2390  loss(avg10)=0.4930
[toy] step=2400  loss(avg10)=0.5682
[toy] step=2400  cross_attn=0.250  bounded_baseline=0.000
[toy] step=2410  loss(avg10)=0.9302
[toy] step=2420  loss(avg10)=0.5848
[toy] step=2430  loss(avg10)=0.8690
[toy] step=2440  loss(avg10)=0.6779
[toy] step=2450  loss(avg10)=0.6655
[toy] step=2460  loss(avg10)=0.5611
[toy] step=2470  loss(avg10)=0.6361
[toy] step=2480  loss(avg10)=0.8356
[toy] step=2490  loss(avg10)=0.5594
[toy] step=2500  loss(avg10)=0.6839
[toy] step=2510  loss(avg10)=0.6141
[toy] step=2520  loss(avg10)=0.8793
[toy] step=2530  loss(avg10)=0.6522
[toy] step=2540  loss(avg10)=0.6355
[toy] step=2550  loss(avg10)=0.4684
[toy] step=2560  loss(avg10)=0.9072
[toy] step=2570  loss(avg10)=0.7073
[toy] step=2580  loss(avg10)=0.6604
[toy] step=2590  loss(avg10)=0.6199
[toy] step=2600  loss(avg10)=0.7768
[toy] step=2600  cross_attn=0.300  bounded_baseline=0.000
[toy] step=2610  loss(avg10)=0.5177
[toy] step=2620  loss(avg10)=0.9880
[toy] step=2630  loss(avg10)=0.8374
[toy] step=2640  loss(avg10)=0.6912
[toy] step=2650  loss(avg10)=0.5385
[toy] step=2660  loss(avg10)=0.5936
[toy] step=2670  loss(avg10)=0.5880
[toy] step=2680  loss(avg10)=0.8067
[toy] step=2690  loss(avg10)=0.6335
[toy] step=2700  loss(avg10)=0.8570
[toy] step=2710  loss(avg10)=0.6940
[toy] step=2720  loss(avg10)=0.6677
[toy] step=2730  loss(avg10)=0.6559
[toy] step=2740  loss(avg10)=0.7951
[toy] step=2750  loss(avg10)=0.7108
[toy] step=2760  loss(avg10)=0.6650
[toy] step=2770  loss(avg10)=0.6547
[toy] step=2780  loss(avg10)=0.7777
[toy] step=2790  loss(avg10)=0.5517
[toy] step=2800  loss(avg10)=0.5242
[toy] step=2800  cross_attn=0.200  bounded_baseline=0.000
[toy] step=2810  loss(avg10)=0.5177
[toy] step=2820  loss(avg10)=0.6049
[toy] step=2830  loss(avg10)=0.6895
[toy] step=2840  loss(avg10)=0.7144
[toy] step=2850  loss(avg10)=0.5663
[toy] step=2860  loss(avg10)=0.6709
[toy] step=2870  loss(avg10)=0.6764
[toy] step=2880  loss(avg10)=0.5639
[toy] step=2890  loss(avg10)=0.8261
[toy] step=2900  loss(avg10)=0.7382
[toy] step=2910  loss(avg10)=0.6598
[toy] step=2920  loss(avg10)=0.5931
[toy] step=2930  loss(avg10)=0.5975
[toy] step=2940  loss(avg10)=0.6483
[toy] step=2950  loss(avg10)=0.7142
[toy] step=2960  loss(avg10)=0.7090
[toy] step=2970  loss(avg10)=0.7371
[toy] step=2980  loss(avg10)=0.7761
[toy] step=2990  loss(avg10)=0.6291
[toy] step=3000  loss(avg10)=0.5254
[toy] step=3000  cross_attn=0.150  bounded_baseline=0.000
[toy] step=3010  loss(avg10)=0.8715
[toy] step=3020  loss(avg10)=0.6011
[toy] step=3030  loss(avg10)=0.6568
[toy] step=3040  loss(avg10)=0.7680
[toy] step=3050  loss(avg10)=0.7424
[toy] step=3060  loss(avg10)=0.5168
[toy] step=3070  loss(avg10)=0.8744
[toy] step=3080  loss(avg10)=0.6074
[toy] step=3090  loss(avg10)=0.7130
[toy] step=3100  loss(avg10)=0.5117
[toy] step=3110  loss(avg10)=0.7139
[toy] step=3120  loss(avg10)=0.6545
[toy] step=3130  loss(avg10)=0.6470
[toy] step=3140  loss(avg10)=0.6251
[toy] step=3150  loss(avg10)=0.5493
[toy] step=3160  loss(avg10)=0.8718
[toy] step=3170  loss(avg10)=0.9365
[toy] step=3180  loss(avg10)=0.5222
[toy] step=3190  loss(avg10)=0.6553
[toy] step=3200  loss(avg10)=0.5263
[toy] step=3200  cross_attn=0.200  bounded_baseline=0.000
[toy] step=3210  loss(avg10)=0.5174
[toy] step=3220  loss(avg10)=0.5143
[toy] step=3230  loss(avg10)=0.6079
[toy] step=3240  loss(avg10)=0.5020
[toy] step=3250  loss(avg10)=0.7331
[toy] step=3260  loss(avg10)=0.5603
[toy] step=3270  loss(avg10)=0.3738
[toy] step=3280  loss(avg10)=0.9022
[toy] step=3290  loss(avg10)=0.6451
[toy] step=3300  loss(avg10)=0.4276
[toy] step=3310  loss(avg10)=0.2176
[toy] step=3320  loss(avg10)=0.7271
[toy] step=3330  loss(avg10)=0.9490
[toy] step=3340  loss(avg10)=0.7997
[toy] step=3350  loss(avg10)=0.5002
[toy] step=3360  loss(avg10)=0.5438
[toy] step=3370  loss(avg10)=0.6929
[toy] step=3380  loss(avg10)=0.6181
[toy] step=3390  loss(avg10)=0.6061
[toy] step=3400  loss(avg10)=0.4710
[toy] step=3400  cross_attn=0.050  bounded_baseline=0.000
[toy] step=3410  loss(avg10)=0.6543
[toy] step=3420  loss(avg10)=0.5225
[toy] step=3430  loss(avg10)=0.6288
[toy] step=3440  loss(avg10)=0.4808
[toy] step=3450  loss(avg10)=0.7680
[toy] step=3460  loss(avg10)=0.6655
[toy] step=3470  loss(avg10)=0.5698
[toy] step=3480  loss(avg10)=0.6803
[toy] step=3490  loss(avg10)=0.5347
[toy] step=3500  loss(avg10)=0.6648
[toy] step=3510  loss(avg10)=0.4972
[toy] step=3520  loss(avg10)=0.5947
[toy] step=3530  loss(avg10)=0.5371
[toy] step=3540  loss(avg10)=0.5919
[toy] step=3550  loss(avg10)=0.5576
[toy] step=3560  loss(avg10)=0.6332
[toy] step=3570  loss(avg10)=0.5335
[toy] step=3580  loss(avg10)=0.4021
[toy] step=3590  loss(avg10)=0.6101
[toy] step=3600  loss(avg10)=0.8899
[toy] step=3600  cross_attn=0.150  bounded_baseline=0.000
[toy] step=3610  loss(avg10)=0.5964
[toy] step=3620  loss(avg10)=0.6588
[toy] step=3630  loss(avg10)=0.6606
[toy] step=3640  loss(avg10)=0.3839
[toy] step=3650  loss(avg10)=0.4060
[toy] step=3660  loss(avg10)=0.1572
[toy] step=3670  loss(avg10)=0.8224
[toy] step=3680  loss(avg10)=1.5446
[toy] step=3690  loss(avg10)=0.7543
[toy] step=3700  loss(avg10)=0.6079
[toy] step=3710  loss(avg10)=0.4876
[toy] step=3720  loss(avg10)=0.3702
[toy] step=3730  loss(avg10)=0.5167
[toy] step=3740  loss(avg10)=0.9761
[toy] step=3750  loss(avg10)=0.6625
[toy] step=3760  loss(avg10)=0.4524
[toy] step=3770  loss(avg10)=0.5672
[toy] step=3780  loss(avg10)=0.2833
[toy] step=3790  loss(avg10)=0.5018
[toy] step=3800  loss(avg10)=0.7546
[toy] step=3800  cross_attn=0.150  bounded_baseline=0.000
[toy] step=3810  loss(avg10)=0.5688
[toy] step=3820  loss(avg10)=0.3847
[toy] step=3830  loss(avg10)=0.7663
[toy] step=3840  loss(avg10)=0.6104
[toy] step=3850  loss(avg10)=0.4692
[toy] step=3860  loss(avg10)=0.5422
[toy] step=3870  loss(avg10)=0.7490
[toy] step=3880  loss(avg10)=0.5039
[toy] step=3890  loss(avg10)=0.2503
[toy] step=3900  loss(avg10)=0.5427
[toy] step=3910  loss(avg10)=0.5473
[toy] step=3920  loss(avg10)=0.3251
[toy] step=3930  loss(avg10)=0.4367
[toy] step=3940  loss(avg10)=0.3633
[toy] step=3950  loss(avg10)=0.4635
[toy] step=3960  loss(avg10)=0.3888
[toy] step=3970  loss(avg10)=0.5671
[toy] step=3980  loss(avg10)=0.4927
[toy] step=3990  loss(avg10)=0.7480
[toy] step=4000  loss(avg10)=0.5578
[toy] step=4000  cross_attn=0.250  bounded_baseline=0.000
[toy] step=4010  loss(avg10)=0.5524
[toy] step=4020  loss(avg10)=0.4197
[toy] step=4030  loss(avg10)=0.4014
[toy] step=4040  loss(avg10)=0.2333
[toy] step=4050  loss(avg10)=0.8185
[toy] step=4060  loss(avg10)=0.4742
[toy] step=4070  loss(avg10)=0.1942
[toy] step=4080  loss(avg10)=0.3638
[toy] step=4090  loss(avg10)=0.5796
[toy] step=4100  loss(avg10)=0.3023
[toy] step=4110  loss(avg10)=0.2458
[toy] step=4120  loss(avg10)=0.9929
[toy] step=4130  loss(avg10)=0.7005
[toy] step=4140  loss(avg10)=0.4344
[toy] step=4150  loss(avg10)=0.3754
[toy] step=4160  loss(avg10)=0.4249
[toy] step=4170  loss(avg10)=0.7347
[toy] step=4180  loss(avg10)=0.4036
[toy] step=4190  loss(avg10)=0.4788
[toy] step=4200  loss(avg10)=0.5579
[toy] step=4200  cross_attn=0.150  bounded_baseline=0.000
[toy] step=4210  loss(avg10)=0.5359
[toy] step=4220  loss(avg10)=0.4559
[toy] step=4230  loss(avg10)=0.7331
[toy] step=4240  loss(avg10)=0.7287
[toy] step=4250  loss(avg10)=0.7229
[toy] step=4260  loss(avg10)=0.2353
[toy] step=4270  loss(avg10)=0.2927
[toy] step=4280  loss(avg10)=0.5324
[toy] step=4290  loss(avg10)=0.4462
[toy] step=4300  loss(avg10)=0.3768
[toy] step=4310  loss(avg10)=0.4443
[toy] step=4320  loss(avg10)=0.4846
[toy] step=4330  loss(avg10)=1.0505
[toy] step=4340  loss(avg10)=0.4106
[toy] step=4350  loss(avg10)=0.6576
[toy] step=4360  loss(avg10)=0.6120
[toy] step=4370  loss(avg10)=0.4384
[toy] step=4380  loss(avg10)=0.4151
[toy] step=4390  loss(avg10)=0.7624
[toy] step=4400  loss(avg10)=0.2908
[toy] step=4400  cross_attn=0.200  bounded_baseline=0.000
[toy] step=4410  loss(avg10)=0.3158
[toy] step=4420  loss(avg10)=0.5981
[toy] step=4430  loss(avg10)=0.8500
[toy] step=4440  loss(avg10)=0.2840
[toy] step=4450  loss(avg10)=0.5553
[toy] step=4460  loss(avg10)=0.3414
[toy] step=4470  loss(avg10)=0.4062
[toy] step=4480  loss(avg10)=0.1727
[toy] step=4490  loss(avg10)=0.3460
[toy] step=4500  loss(avg10)=0.4924
[toy] step=4510  loss(avg10)=0.6179
[toy] step=4520  loss(avg10)=0.6513
[toy] step=4530  loss(avg10)=0.4502
[toy] step=4540  loss(avg10)=0.4637
[toy] step=4550  loss(avg10)=0.2619
[toy] step=4560  loss(avg10)=0.1982
[toy] step=4570  loss(avg10)=0.3771
[toy] step=4580  loss(avg10)=0.4053
[toy] step=4590  loss(avg10)=0.5338
[toy] step=4600  loss(avg10)=0.3806
[toy] step=4600  cross_attn=0.150  bounded_baseline=0.000
[toy] step=4610  loss(avg10)=0.5329
[toy] step=4620  loss(avg10)=0.9089
[toy] step=4630  loss(avg10)=0.2751
[toy] step=4640  loss(avg10)=0.2888
[toy] step=4650  loss(avg10)=0.5133
[toy] step=4660  loss(avg10)=0.5766
[toy] step=4670  loss(avg10)=0.1922
[toy] step=4680  loss(avg10)=0.4102
[toy] step=4690  loss(avg10)=0.4064
[toy] step=4700  loss(avg10)=0.2610
[toy] step=4710  loss(avg10)=0.2267
[toy] step=4720  loss(avg10)=0.3892
[toy] step=4730  loss(avg10)=0.2126
[toy] step=4740  loss(avg10)=0.3339
[toy] step=4750  loss(avg10)=0.6616
[toy] step=4760  loss(avg10)=1.0016
[toy] step=4770  loss(avg10)=0.4042
[toy] step=4780  loss(avg10)=0.4826
[toy] step=4790  loss(avg10)=0.7376
[toy] step=4800  loss(avg10)=0.2680
[toy] step=4800  cross_attn=0.250  bounded_baseline=0.000
[toy] step=4810  loss(avg10)=0.4314
[toy] step=4820  loss(avg10)=0.6043
[toy] step=4830  loss(avg10)=0.1470
[toy] step=4840  loss(avg10)=0.3324
[toy] step=4850  loss(avg10)=0.6216
[toy] step=4860  loss(avg10)=0.3708
[toy] step=4870  loss(avg10)=0.5700
[toy] step=4880  loss(avg10)=0.2799
[toy] step=4890  loss(avg10)=0.3059
[toy] step=4900  loss(avg10)=0.4165
[toy] step=4910  loss(avg10)=0.2693
[toy] step=4920  loss(avg10)=0.5047
[toy] step=4930  loss(avg10)=0.3893
[toy] step=4940  loss(avg10)=0.3187
[toy] step=4950  loss(avg10)=0.2376
[toy] step=4960  loss(avg10)=0.5533
[toy] step=4970  loss(avg10)=0.4345
[toy] step=4980  loss(avg10)=0.3967
[toy] step=4990  loss(avg10)=0.3544
[toy] step=5000  loss(avg10)=0.3520
[toy] step=5000  cross_attn=0.200  bounded_baseline=0.000
[toy] step=5010  loss(avg10)=0.5017
[toy] step=5020  loss(avg10)=0.1636
[toy] step=5030  loss(avg10)=0.3391
[toy] step=5040  loss(avg10)=0.3844
[toy] step=5050  loss(avg10)=0.5304
[toy] step=5060  loss(avg10)=0.6005
[toy] step=5070  loss(avg10)=0.5713
[toy] step=5080  loss(avg10)=0.3852
[toy] step=5090  loss(avg10)=0.1788
[toy] step=5100  loss(avg10)=0.2367
[toy] step=5110  loss(avg10)=0.1131
[toy] step=5120  loss(avg10)=0.2344
[toy] step=5130  loss(avg10)=0.3872
[toy] step=5140  loss(avg10)=0.3342
[toy] step=5150  loss(avg10)=0.2116
[toy] step=5160  loss(avg10)=0.5914
[toy] step=5170  loss(avg10)=0.4163
[toy] step=5180  loss(avg10)=0.2044
[toy] step=5190  loss(avg10)=0.5273
[toy] step=5200  loss(avg10)=0.2785
[toy] step=5200  cross_attn=0.200  bounded_baseline=0.000
[toy] step=5210  loss(avg10)=0.2507
[toy] step=5220  loss(avg10)=0.2256
[toy] step=5230  loss(avg10)=0.1872
[toy] step=5240  loss(avg10)=0.4251
[toy] step=5250  loss(avg10)=0.5522
[toy] step=5260  loss(avg10)=0.1062
[toy] step=5270  loss(avg10)=0.1022
[toy] step=5280  loss(avg10)=0.3772
[toy] step=5290  loss(avg10)=0.0783
[toy] step=5300  loss(avg10)=0.4243
[toy] step=5310  loss(avg10)=0.3189
[toy] step=5320  loss(avg10)=0.1212
[toy] step=5330  loss(avg10)=0.2765
[toy] step=5340  loss(avg10)=0.1351
[toy] step=5350  loss(avg10)=0.3052
[toy] step=5360  loss(avg10)=0.8951
[toy] step=5370  loss(avg10)=0.5055
[toy] step=5380  loss(avg10)=0.5059
[toy] step=5390  loss(avg10)=0.2508
[toy] step=5400  loss(avg10)=0.2619
[toy] step=5400  cross_attn=0.150  bounded_baseline=0.000
[toy] step=5410  loss(avg10)=0.3664
[toy] step=5420  loss(avg10)=0.3221
[toy] step=5430  loss(avg10)=0.2377
[toy] step=5440  loss(avg10)=0.1688
[toy] step=5450  loss(avg10)=0.2511
[toy] step=5460  loss(avg10)=0.3246
[toy] step=5470  loss(avg10)=0.1965
[toy] step=5480  loss(avg10)=0.3905
[toy] step=5490  loss(avg10)=0.3665
[toy] step=5500  loss(avg10)=0.3606
[toy] step=5510  loss(avg10)=0.1059
[toy] step=5520  loss(avg10)=0.0992
[toy] step=5530  loss(avg10)=0.6129
